id,name,name_en,type,description,requirements,time_to_create,cost,duration,items
167,Заворожить,Fascinate,Обычное или Блокирующее; Сопротивление по Воле(Will),"Удерживает объект (разумное существо) безэмоциональным и нечувствительным к течению времени, пока заклинатель поддерживает глазной контакт и концентрацию. Темнота нарушает глазной контакт! Если объект подходит на расстояние ближнего боя, заклинание может твориться как Блокирующее. Если заклинатель знает заклинание на уровне 15 и больше. Он может медленно (Движение 1) двигаться, поддерживая глазной контакт; каждый ярд, на который заклинатель отходит от объекта. Позволяет один бросок сопротивления для снятия заклинания. Заклинание также снимается любой атакой объекта (физическая или магическая).",Daze,-,4,Не ограничена,-
173,Сглаз,Hex,Обычное; Сопротивление по Воле(Will),"Заставляет цель действовать с меньшим везением. Каждый раз, когда игрок или мастер бросает кости на проверки умений, тот игрок или мастер перебразывает один кубик и выберает худший результат.",-,10 секунд,5,1 час,-
174,Массовое оцепенение,Mass Daze,Областное; Защита по HT,"Тоже и самое что Оцепенение, но действует на большие площади.","Daze, IQ 13+",1 секунда за каждое очко энергии вложенной в заклинание,"2 на сотворение, 1 на поддержание. Минимальный радиус 2 клетки.",1 минута,-
176,Сложная иллюзия,Complex Illusion,Областное; Защита по Will,"Подобно Простой иллюзии, но воздействует и на зрение, и на слух. Иллюзия не развеивается автоматически от заклинания или прикосновения; однако, её развеет любое полученное повреждение.",Звук и Простая иллюзия,-,2 на сотворение. Половина на поддержание,1 минута,-
177,Ужас,Terror,Областное; Сопротивление по Воле(Will),При провале сопротивления по Воле(Will) всякий находящийся в области должен пойти Проверку Страха со штрафом -3.,Fear,-,4,1 минута,-
178,Умалишение,Mindlessness,Областное; Сопротивление по Воле(Will),"Понижает ИН(IQ) объекта до 1, превращая его в бубнящего идиота. Объект не может поддерживать или творить заклинания, пользоваться умениями, говорить и совершать другие действия, определённые Мастером. Объект может ходить, смеяться, плакать, пускать слюни, есть руками, реагировать на тепло, холод ит.д. У него очень короткий период внимания и он замечает только цвета, яркие предметы, движение и другие вещи, привлекающие внимание младенцев. Если объект – PC, игрок должен это отыграть.",-,5 секунд,8 на сотворение. 4 на поддержание,1 минута,-
182,Рассеять иллюзию,Dispel Illusion,Обычное; Сопротивление по заклинаниям на объекте,Рассеивает любую иллюзию или иллюзорную маскировку. Не влияет на созданий.,Распознать иллюзию,-,1,-,-
184,Кошмар,Nightmare,Областное; Сопротивление по Воле(Will),"При сотворении на спящий объект, заклинание вызывает кошмар по выбору заклинателя. Знание страхов и фобий объекта даёт бонус +2 к эффективному умению. Объект кидает ИН(IQ)-4 для того, чтоб понять, что кошмары наведены враждебным магом. Если заклинание удалось, объект не отдыхает ночью и теряет 2 ЕУ(FP). `Рассеять Магию` остановят кошмары и предотвратят потерю ЕУ(FP).   Если заклинание сотворить на следующую ночь, эффекты накапливаются. Если из-за заклинания ЕУ(FP) объекта падают до нуля, объект впадает в кому и теряет 1d ЕЖ(HP) каждый день пока не умрёт или не будет сотворено заклинание Рассеять Магию.",Страх и Сон,1 минута,6,1 час,-
185,Совершенная иллюзия,Perfect Illusion,Областное,"Подобно Сложной иллюзии, но воздействует на все органы чувств, кроме осязания; рука просто пройдёт насквозь. Развеять иллюзию можно только заклинаниями Рассеять иллюзия и Рассеять магию. Любое повреждение будет только временной искажать её, выдавая иллюзию, но не развеивая её.",Сложная иллюзия,-,"3 на сотворение. Половина на поддержание. За удвоенную стоимость можно обмануть даже осязание, хотя от иллюзорного огня не согреешься «по-настоящему».",1 минута,-
186,Иллюзорная маскировка,Illusion Disguise,Обычное,"Эта иллюзия маскирует живое существо. Сначала заклинатель должен создать иллюзию (при помощи одного из базовых заклинаний иллюзии). Затем, при помощи Иллюзорной маскировки, иллюзия накладывается на объект, так, что она покрывает его и двигается вместе с ним. Чем лучше заклинание Иллюзия, тем надёжнее и долговечнее маскировка; Совершенная иллюзорная маскировка обманет даже осязание. Для поддержания заклинания концентрация на требуется. Иллюзорная маскировка считается одним «включённым» заклинанием.",Простая иллюзия,-,3. Невозможно поддержать,Пока не развеется иллюзия.,"Украшение или одежда; предмет творит заклинание Иллюзорная маскировка (качество иллюзии определяется при создании) на носящего. Энергостоимость создания: 150 — Простая иллюзия, 300 — Сложная, 500 — Совершенная. Носящий энергии не отдаёт!"
187,Кража Силы,Steal Strength,Обычное,"Отнимает ЕУ(FP) у объекта, восстанавливая вашу собственную усталость. Объект должен желать этого или быть беспомощным (например, без сознания или связанным). Маг должен касаться объекта. Заклинание действует только на живых, разумных существ! Действие заклинания прекращается, когда ЕУ(FP) мага полностью восстановлены, либо когда маг пожелает прекратить его, либо когда ЕУ(FP) объекта достигнут 0 и он потеряет сознание.",-,"1 минута за каждые 3 ЕУ(FP), украденные у объекта","Бесплатно для мага! За каждые 3 ЕУ(FP), взятых у объекта, маг восстанавливает 1 ЕУ(FP)",Постоянно,-
188,Кража Жизни,Steal Vitality,Обычное,"Отнимает ЕЖ(HP) у объекта, восстанавливая их у мага. Объект должен желать этого или быть беспомощным; маг должен касаться объекта. Действует только на живых, разумных существ! Действие заклинания прекращается, когда ЕЖ(HP) мага будут полностью восстановлены, либо маг решит остановить его, либо ЕЖ(HP) объекта снизятся до -1 (что автоматически его убьет).",Кража Силы,"1 минута за каждые 3 ЕЖ(HP), украденные у объекта","Бесплатно для мага! За каждые 3 ЕЖ(HP), украденные у объекта, маг восстанавливает 1 ЕЖ(HP)",Постоянно,"(а) Посох, палочка, украшение. Носитель и предмет должны касаться жертвы. Используется только магами. Энергостоимость: 1500 (б) Любой предмет. Пока надет, снижает ЕЖ(HP) владельца на 1-5 единиц. Персонаж восстановит потерянные ЕЖ(HP), когда снимет предмет. Энергостоимость: 200 за каждое очко ЕЖ(HP)."
192,Зомбирование,Zombie,Обычное,"Объектом этого заклинания должно быть относительно целое мертвое тело. Природа и состояние тела определяет свойства созидаемой нежити. Оживленный труп становится верным слугой мага. Его атрибуты – а также физические преимущества и ЛВ(DX)-умения – основаны на таковых исходного тела. Нежить не имеет «души», ментальных черт, ИН(IQ)-умений и памяти живого существа. Точные характеристики и способности определяет Мастер по необходимости кампании.  Некромант может контролировать любое количество зомби, суммарное значение очков персонажа которых не превышает уровень навыка заклинателя умноженный на 5.",-,1 минута,8,Пока не будет уничтожен,-
193,Взрыв трупа,Summon corpse,Обычное,"Заставляет мертвую плоть взорваться, разлетаясь на мелкие кусочки во все стороны.   Разиус разлета: 1 клетка за каждые 10 кг (20 фунтов).  Урон от попадания: 1d режущего урона за каждые 60 кг (1d-1 при 50 кг, 1d-2 при 40 кг и т.д) -1 за каждую клетку.  Попавшие в радуис действия существа (помимо всех прочих модификаторов), получают -1 к активной защите за каждые 10 кг, а также +1 за каждую клетку расстояния от взрыва. Парирование невозможно.",Зомбирование,2 секунды,0.5 за каждые 10 кг (20 фунтов). Минимум 1,-,-
194,Воздействие на духов,Affect Spirits,Обычное,"При сотворении на объект или существо, это заклинание позволяет ему взаимодействовать с нематериальными духами, как если бы они были осязаемыми. Оружие под действием этого заклинания может наносить вред нематериальным духам.",Мир духов,2 секунды,4 на сотворение. 2 на поддержание,1 минута,"Этим заклинанием нельзя зачаровывать предметы, см. Призрачное оружие"
197,Контроль зомби,Control Zombie,Обычное или Областное; Сопротивление по заклинанию Зомби,"Перехватывает контроль над нежитью, поднятой заклинанием Зомби другого мага. Если пытающийся перехватить зомби маг побеждает в состязании, зомби начинает служить ему, как если бы он сам поднял этого зомби. Если маг-создатель находится не дальше 100 ярдов, заклинание Зомби сопротивляется с +2, если же он мертв – то с -2.",Зомбирование,-,3 за каждого зомби (областное),1 минута,"Посох, палочка, украшение. Используется только магами. Не дает возможности сотворять это заклинание, но дает +2 к умению тем, кто его знает. Энергостоимость: 500."
198,Массовое поднятие зомби,Mass Zombie,Областное,"Аналогично Зомби, но оживляет все относительно целые мертвые тела в области действия. Как и в случае с Зомби, тип создаваемой нежити зависит от состояния тела; одним сотворением можно создать нежить разных типов. Тела должны лежать в своей могиле или на месте смерти; в противном случае заклинание не подействует. Тела в могилах выроются с глубины вплоть до 4 ярдов.  Созданная этим заклинанием нежить становится слугами мага. Однако, ими можно управлять только группой; отдельным членам ее нельзя дать отдельные задачи. Если это заклинание сотворяется церемониально, хозяином становится лидер круга. Остальных членов круга зомби считают его лейтенантами; они подчиняются их приказам, но приказы хозяина считаются важнее. Маг-лидер, однако, может во время сотворения разделить «орду» поровну, и каждый участник круга станет хозяином своей доли.  В большинстве удачных для сотворения зон это заклинание поднимет (RxR)/2 зомби (округлять виз), где R – радиус действия заклинания. Результат будет хуже на кладбищах высшего класса, где у мертвых полно места в своих склепах, и лучше – в местах массовых захоронений. Нежить, создаваемая этим заклинанием, идентична таковой, создаваемой заклинанием Зомби. Она использует те же шаблоны и точно так же подвержена магии.",Zombie и Харизма 2,"Количество минут, равное радиусу",7. Минимальный радиус – 2 ярда,Постоянно,-
199,Вызов духа,Summon Spirit,Информационное; Сопротивление по Воле(Will) духа,"Призывает дух умершего человека. Объект сопротивляется с -5, если был другом мага. При успешном сотворении объект ответит на один вопрос, по мере своих знаний на момент смерти, и сможет отвечать далее на один вопрос в минуту.  При провале заклинания данный маг (или церемониальная группа) не смогут вызывать этого духа в течение года. При критическом провале появляется враждебный дух, который сознательно лжет.  Модификаторы: -5, если вы не знаете полного имени объекта. -1, если с момента смерти прошло более недели, -2 – если более месяца, -3 – если более года, -4, если более десятилетия, -5, если более 50 лет, и -6, если прошло более 500 лет.",Мир Духов или Видение смерти,1 минута,"20 на сотворение. 10 на поддержание. Цена уменьшается вдвое, если заклинание творится на месте смерти или над телом объекта, и вчетверо, если соблюдены оба эти условия.",5 минут,-
200,Украсть красоту,Steal Beauty,Обычное,"Передает красоту объекта магу. Маг получает один или больше уровней красоты, а объект теряет то же количество.  Красота может быть украдена только у кого-то с лучшей внешностью, чем у мага, и маг не может получить уровень красоты выше, чем было у объекта изначально. Объект должен быть того же вида и пола, что и маг. Кроме того, объект должен сотрудничать или быть беспомощным, и его нужно касаться в течение всего времени действия заклинания. Критический провал этого заклинания делает мага Отвратительным.  Мастер может разрешить при помощи этого заклинания красть также Харизму и преимущество Голос. Люди, потерявшие харизму, просто кажутся менее увлекающими; те, у кого украли голос – получают Немоту. Критический провал в любом из этих вариантов делает немым мага!",Кража Жизни,30 секунд,равна разнице в очках персонажа между исходной и окончательной внешностью объекта (или цене краденного преимущества в случае с Голосом или Харизмой).,"24 часа; по их истечении и маг, и объект восстанавливают исходные уровни внешности.","(а) Посох, палочка, украшение. Носитель и предмет должны касаться жертвы. Используется только магами. Энергостоимость: 2,500 (б) Любой предмет, действует всегда, пока надет на жертву. Энергостоимость: 1,800"
201,Молодость,Youth,Обычное,"Омолаживает объект на год. Автоматически восстанавливает потерянные за тот период уровни атрибутов. Не затрагивает воспоминания, навыки, раны, и т.д., полученный в течение «потерянных» месяцев.",-,-,100. Одна попытка в месяц,Объект начинает молодеть немедленно,-
202,Старение,Age,Обычное; Сопротивление по ЗД(HT),"Делает объекта старше! Объект старится на год за каждые 10 очков энергии, вложенной в заклинание.",Молодость или тринадцать других заклинаний Некромантии,1 минута,10-50 очков,Постоянно,-
203,Создание Зомби,Zombie Creation,-,-,-,-,-,-,-
204,Украсть молодость,Steal Youth,Обычное; Сопротивление по ЗД(HT),"Забирает чужую молодость. За каждые вложенные 10 единиц энергии маг молодеет на год, а объект (должен быть той же расы) старится на два. Объект должен сотрудничать, либо быть полностью беспомощным; маг должен касаться объекта. Критический провал этого заклинания стоит магу 1 ИН(IQ) и мгновенно старит его на 20 лет.","Молодость, Старение и Украсть здоровье",1 час,10-30,Постоянно,-
206,Лич,Lich,Зачарование,"Это заклинание позволяет магу стать личем – могущественным волшебником-нежитью, в совершенстве владеющим магией и алхимией. Он сохраняет личность, знания, ИН(IQ), умения и заклинания, и все свои ментальные черты (включая Магичность(Magery)), но получает физические и сверхъестественные черты лича, определенные Мастером. Чем сильнее шаблон лича, тем выше будут затраты энергии.  После создания Мастером шаблона лича (и определения энергостоимости) маг колдует это заклинание как любую другую чару. После этого делается бросок умения. Любой провал наносит магу 6d вреда. Успешное сотворение подготавливает тело мага к следующему шагу.  Для завершения трансформации будущий лич должен выпить алхимический эликсир Оличения. Этот эликсир готовится как любой другой алхимический препарат; ингредиенты для него стоят $13.500, а готовится он 50 недель. Уровень умения по умолчанию равен Алхимии-7. Любой, не находящийся под действием заклинания Лич, и выпивший эликсир, подвергается действию эликсира Смерти. Однако, эликсиру Оличения невозможно противодействовать – даже алхимическим Противоядием. Эликсир Оличения запрещен везде, и его формулу найти почти невозможно; большинству личей приходится создавать его заново.  Когда маг под заклинанием Лич выпивает зелье Оличения, он делает бросок ЗД(HT). При успешном броске он умирает и через 2d дней поднимается в виде лича. При провале броска он просто умирает. Удача, а также Благословение и заклинания Желание могут помочь этому броску ЗД(HT).","ИН(IQ) 13 и выше, Наложение чар, Сосуд души и Зомби",см. Описание,"Равна суммарной очковой стоимости лича в окончательном виде, включая все его личные способности и черты шаблона лича. Для могущественных магов чара стоит больше, поскольку нужно сохранить больше черт. Минимальная цена – 100.",Навсегда,-
208,Слезоточивый газ,Tear gas,Областное,"Покрывает область слезоточивым газом. Со всеменем газ рассеивается; быстрее рассеивается на открытом пространстве или уносится ветром.  Слезоточивый газ вызывает удушение, если его вдохнуть, нанося 1 очко повреждений в ход. Сделайте проверку HT, чтобы ему сопротивляться. Повреждения прекращаются, когда вы теряете сознание. Слезоточивый газ также оказывает эффект при прямом контакте (но только с глазами). Сделайте проверку HT, чтобы сопротивляться ему, если газ попал вам в глаза. Проваленная проверка означает, что вы частично ослеплены: -5 к DX. Восстановление занимает примерно 10 минут.",-,3 секунды,1 за клетку,Пока не будет рассеян,-
209,Зуд,Itch,Обычное; Сопротивление по ЗД(HT),"Вызывает у объекта сильный зуд в выбранном заклинателем месте. Объект получает -2 к ЛВ(DX), пока не потратит полный ход на «почесаться» (дольше, если мешает броня или что-то еще!). Одновременно на объект может быть наложено только одно такое заклинание.",-,-,2. Не поддерживается,Пока объект не потратит полный ход на почёсывание,-
210,Спазм,Spasm,Обычное; Сопротивление по ЗД(HT),"Может быть направлено против любого мускула (c произвольным контролем) объекта. Направленное против руки заставляет объект бросить то, что зажато в руке (обычно это оружие). Если объект в этот момент выполняет пассы для сотворения заклинания, он должен выполнить бросок ЛВ(DX), чтобы продолжить. Изобретательные маги найдут и другие возможности для использования этого заклинания.",Зуд,,2. Не поддерживается,Мгновенно,"(а) Посох или палочка, используется только магами. Предмет должен коснуться жертвы. Энергостоимость создания: 100  (б) Любой предмет, действует всегда. Владелец чешется постоянно и получает -2 ЛВ(DX) пока предмет надет. Энергостоимость создания: 60"
211,Болезнь: Грипп,Illness: Influenza,-,-,-,-,-,-,-
212,Боль,Pain,Обычное; Сопротивление по ЗД(HT),"Объект испытывает приступ ужасной боли. Нужен бросок Воли(Will), чтобы не закричать и не прервать действие. Если объект выполняет какое-то опасное действие (лезет по стене, например) – необходим бросок ЛВ(DX), чтобы избежать катастрофы. Жертва получает -3 к ЛВ(DX) и всем умениям, основанным на ней, на всю следующую секунду. Если в момент действия жертва творит заклинание, она должна бросить Волю(Will), чтобы не прерваться. Высокий болевой порог дает 3 к вышеуказанным броскам ЛВ(DX) и Воли(Will), Низкий болевой порог -4.",Спазм,2 секунды,2. Не поддерживается,-,"(а) Посох или палочка; используется только магами. Предмет должен касаться жертвы. Энергостоимость создания: 400  (б) Любой предмет; действует всегда. Владелец чувствует острую боль, которая будет продолжаться до тех пор, пока не будет произведена успешная проверка ЗД(HT). Также владелец не может ни чего делать пока не будет успешного броска ЗД(HT)! Энергостоимость создания: 300"
214,Иприт,Mustard gas,Областное,"Покрывает область горчичным газом. Со всеменем газ рассеивается; быстрее рассеивается на открытом пространстве или уносится ветром.  Горчичный газ (иприт) вызывает удушье, если его вдохнуть, нанося 2 очка повреждений в ход. Сделайте проверку HT, чтоб сопротивляться ему. Повреждения наносятся до тех пор, пока вы не умрете. Он также действует при контакте. При попадании в глаза он оказывает такой же эффект, как и слезоточивый газ. Кроме того, наносит 1d-3 повреждений в ход при контакте с неприкрытой кожей – каждый ход делайте проверку HT, чтобы сопротивляться этому. Повреждения наносятся до тех пор, пока вы не умрете. (На самом деле иприт не убивает так аккуратно; вы можете протянуть еще часы или даже дни. Но смертельные повреждения наносятся очень быстро.)",Слезоточивый газ,5 секунд,2 за клетку,Пока не будет рассеян,-
215,Увядание,Withering,Обычное; Сопротивление по HT,"Мышцы объекта слабеют, ему становиться труднее выполнять физические действия. Объект получает DX-3 и ST-3.",Боль,3 секунды,3 на сотворение. 1 на поддержание,1 минута,-
217,Болезнь: Корь,Illness: Measles,-,-,-,-,-,-,-
219,Агония,Agonize,Обычное; Сопротивление по ЗД(HT),"Чувствительность кожи объекта становится крайне высокой: даже легкое касание причиняет боль, как удар, чье-то дыхание – как пламя, а прохладный ветерок – как ледяная буря. Даже прикосновение к одежде приносит невыносимую боль – объект испытывает чувство, как будто с него сдирают кожу. Он переходит в состояние полной беспомощности, агонии (см. Состояния недееспособности).",Увядание,3,8 создание. 6 поддержание,1 минута,-
221,Болезнь: Чахотка,Disease: Consumption,-,-,-,-,-,-,-
222,Болезнь: Чума,Disease: Plague,-,-,-,-,-,-,-
223,Зов предков,Call of the ancestors,Областное,"Шаман произносит вдохновляющую речь, боевой клич, музыку и т.д., повышающий Волю(Will) всех союзников, кто его выслушал.",-,10 минут,"1..3 за каждый пункт Воли, не поддерживается",1 час,-
224,Ярость / Берсерк,Fury / Berserker,Обычное; Сопротивление по Воле(Will),"Заставляет объект драться как берсерка (см. Неистовство). Если враги в поле зрения или хотя бы в зоне слышимости, они атакуют первыми.",-,4,3 на сотворение.  2 на поддержание.,10 минут или пока бой не закончится и объект не выйдет из состояния неистовства,Посох или палочка
225,Создание тотема,Totem creation,Обычное,"Тотем - особый предмет, символ или украшение, придающее шаману силы. Шаман нарекает предмет быть его тотемом. При ношении заклинателем данного предмета, он дает бонус +1 ко всем заклинаниям за каждые 10 уровней заклинания Тотем (только своему создателю!). Одновременно может использоваться только один тотем. При создании нового, все эффекты предыдущего теряются.",-,1 час,2,"Навсегда, пока не потеряет свойста",-
226,Простое Зачарование Тотема,Simple Totem Enchant,Обычное,"Позволяет ``заключить`` заклинание в своем тотеме, чтобы использовать его позже. Когда данное заклинание используется, зачарование пропадает. Одновременно тотем может бать зачарован только одним заклинанием.",Создание тотема,"В два раза больше, чем накладываемое заклинание","В два раза больше, чем накладываемое заклинание",1 день,-
228,Создание Маны,Mana Creation,Областное,"Повышает уровень маны одного цвета. Т.е. если был средний уровень, станет высокий; если мана отсутствовала – будет слабый и т.д. Может быть использовано несколько раз подряд, для повышения нескольких уровней маны и/или цветов.",-,10 секунд,"5, не поддерживается",1 минута,-
229,Стена света,Wall of Light,Областное,"Создает занавес света вокруг области. Стена четыре ярда высотой, но может быть сделана выше простым расчетом стоимости от высоты (двойная для 8 ярдов, тройная для 12 и т.д.). Единственное что она блокирует, это зрение в оба направления. Не оказывает эффекта на заклинания, существ, звуки, и т.д. Светозащитные очки позволяют видеть сквозь стену.",Постоянный свет,1 секунда,"1 – 3 на сотворение. Столько же на поддержание. Свечение Стены зависит от затраченной энергии, согласно Постоянному свету.",1 минута.,-
230,Мощный свет,Mighty Light,Областное,"Ипускает ""мощный свет от заклинателя на большое расстояние; свет настолько мощный, что ослепляет, а может и обжечь!",-,-,8 ?!,-,-
231,Эфирно-Световые существа (ангелочки или феи или солдаты Азира),Ether-Light creatures ?!,Областное,"Вокруг заклинателя появляются эфирно-световые существа, которые летают и защищают заклинателя.
Если дугой видимый заклинателем персонаж заканчивает ход в области действия заклинания, маг может приказать эфирно-световым существам атаковать данную цель в виде 1d изнуряющего.

Уровень навыка атаки сущ-в = эффективному уровню заклинания.
Броня не защищает, но данные атаки можно парировать или блокировать (но не уклоняться!).",Стена света,10 секунд,"2, столько же на поддержание; минимум 5 клеток",1 минута,-
232,Цвета,Colors,Обычное,"Изменяет цвет любого света. Сотворяется на источник света. Если заклинатель концентрируется, возможны многократные изменения цвета одним заклинанием.",Свет,1 секунда,"2 на сотворение, 1 на поддержание (для заклинания Постоянный свет изменение постоянное)",1 минута,
233,Языки,Languages,Информационное,"Это заклинание дарует существу, которого вы касаетесь, способность понимать все языки, которые оно слышит. Более того, когда цель говорит, все существа, знающие хотя бы один язык, и слышащие цель, понимают, что она сказала.","Знание хотябы 3 ярыков (уровень 6+);
либо
IQ 13",1 минута,"5 на сотворение, 3 на поддержание",1 час,
234,Солнечный снаряд,Sunbolt,Метательное,"Выстреливает снаряд концентрированного солнечного света из кончика пальца. Параметры: 1/2Д 75, max 150, Точ 2; используется умение Природная атака. Свет прожигает как лазерный луч и наносит обжигающие повреждения. Хорошая полировка щита увеличит его ПЗ(DB) против заклинания на 50 %, с округлением в меньшую сторону. Независимо от проникновения повреждений через броню, попадание в лицо ослепит жертву, если она не выполнит проверку ЗД(HT). Попадание в глаза наносит удвоенное повреждение и ослепляет жертву, если она не выполнит проверку ЗД(HT) со штрафом равным полученным повреждениям. Для целей восстановления считайте слепоту от Солнечного снаряда калечащим ранением (B420). Любое зеркало отразит заклинание; если Мастер сомневается в точности угла падения/отражения (например, если снаряд попал в носимое зеркало), новое направление определяется случайным образом. Используйте правила поражения неверной цели (B389), при определении, поражено ли что-нибудь в новом направлении. Намеренное отражение выстрелов - весьма хитрое дело; штраф на дальность считается за полное расстояние до цели, с дополнительным -2 на каждый «отскок». И если зеркала не являются очень большими и/или устойчивыми и/или специально расставленными, Мастер может просто объявить невозможность выстрела. Персонаж, защищающийся зеркалом, может попытаться отразить снаряд назад в заклинателя – считается Блоком со штрафом -2; также примените обычные штрафы на расстояние от защитника до заклинателя. ПЗ(DB) зеркала (если оно достаточно большое, чтобы иметь его; спросите у Мастера), добавляется к этому броску. Заклинатель может защищаться обычным образом, если атака не полностью неожиданная. Щит от снарядов и Обратить снаряды не действуют на Солнечный снаряд. От него защитят Силовой купол и Отразить энергию. Области волшебной Темноты или Тьмы сопротивляются Солнечному снаряду.","Палящие лучи, 4 заклинания школы Света",1 - 3 секунды.,"Любое количество, до вашего уровня Магичности, в секунду, в течение трех секунд. Снаряд наносит 1d-1, проникающего урона за единицу энергии.Любое количество, до вашего уровня Магичности, в секунду, в течение трех секунд. Снаряд наносит 1d-1, проникающего урона за единицу энергии.",-,-
